model,depth,sentence,avg_surprisal,max_surprisal
DistilGPT-2,3,"The boy that The lawyer from the village that The teacher from the city that The engineer blamed ignored encouraged, is barking angrily.",9.345934867858887,19.819580078125
DistilGPT-2,0,The lawyer from the village is working calmly.,9.525638580322266,21.056833267211914
DistilGPT-2,1,The writer in the garden that The boy in the garden liked is walking proudly.,8.829497337341309,18.795269012451172
DistilGPT-2,4,"The girl that The child that The writer with great enthusiasm that The teacher near the school that The singer in the library liked watched met met, runs fast eagerly.",9.77413558959961,19.557706832885742
DistilGPT-2,0,"The manager from the city, is laughing silently.",8.465564727783203,19.346506118774414
DistilGPT-2,3,"The artist that The dog with great enthusiasm that The artist near the school that The doctor during the morning questioned visited encouraged, is dancing.",9.960681915283203,20.591819763183594
DistilGPT-2,3,"The dog near the school that The child in the garden that The singer with red shoes that The dog from the city liked praised visited, runs fast.",9.116949081420898,20.482786178588867
DistilGPT-2,0,"The engineer with red shoes, is studying.",10.145721435546875,23.125879287719727
DistilGPT-2,0,"The professor with red shoes, is shouting.",10.249918937683105,19.859437942504883
DistilGPT-2,2,The manager from the village that The nurse from the city that The player watched chased is studying angrily.,9.779072761535645,19.565101623535156
DistilGPT-2,0,"The writer in the garden, is walking.",8.656769752502441,18.795269012451172
DistilGPT-2,5,"The professor in the library that The actor from the city that The farmer from the city that The student during the morning that The scientist from the village that The student near the school helped scolded supported admired chased, is laughing eagerly.",8.27094554901123,21.00386619567871
DistilGPT-2,3,The manager with great enthusiasm that The nurse that The doctor during the morning that The actor from the village saw watched called is barking.,9.560953140258789,23.10603904724121
DistilGPT-2,0,The nurse by the river is singing quickly.,9.922717094421387,23.569700241088867
DistilGPT-2,3,The doctor with red shoes that The nurse near the school that The manager with red shoes that The boy in the garden liked helped blamed is working.,8.914109230041504,22.914121627807617
DistilGPT-2,4,"The manager in the library that The player with red shoes that The actor in the garden that The artist with red shoes that The artist called praised chased admired, is studying.",8.575551986694336,21.820825576782227
DistilGPT-2,0,The student with great enthusiasm is singing.,9.272555351257324,18.237424850463867
DistilGPT-2,2,"The teacher in the library that The manager in the library that The dog by the river watched ignored, is writing quickly.",8.430651664733887,21.338685989379883
DistilGPT-2,1,The nurse near the school that The singer near the school visited is singing eagerly.,9.807168006896973,23.569700241088867
DistilGPT-2,1,"The professor from the village that The boy followed, jumps high silently.",10.902771949768066,19.859437942504883
DistilGPT-2,1,"The teacher in the garden that The dog watched, is dancing slowly.",9.330947875976562,21.338685989379883
DistilGPT-2,4,The artist in the garden that The writer in the garden that The engineer with great enthusiasm that The player from the village that The player in the garden questioned liked praised watched is sleeping.,8.162338256835938,21.382619857788086
DistilGPT-2,5,"The child from the village that The nurse with red shoes that The boy from the city that The child from the village that The artist in the library that The professor admired chased admired ignored visited, is barking.",7.824603080749512,21.246232986450195
DistilGPT-2,1,"The actor from the village that The doctor by the river watched, is studying sadly.",10.04371452331543,21.630226135253906
DistilGPT-2,1,The dog with red shoes that The engineer with red shoes saw is laughing proudly.,9.639280319213867,20.482786178588867
DistilGPT-2,5,The artist that The engineer in the library that The student from the city that The actor that The nurse during the morning that The singer in the garden admired recognized called ignored admired is resting.,9.316863059997559,21.729087829589844
DistilGPT-2,3,The writer near the school that The engineer from the city that The boy in the library that The writer in the garden followed met praised is resting.,9.279494285583496,22.066730499267578
DistilGPT-2,1,"The scientist with great enthusiasm that The nurse from the village called, is resting carefully.",9.995931625366211,23.090723037719727
DistilGPT-2,0,The singer with great enthusiasm is resting.,10.304306983947754,21.453218460083008
DistilGPT-2,0,"The doctor, is studying.",10.5269193649292,21.183616638183594
DistilGPT-2,5,The student near the school that The nurse with red shoes that The teacher in the library that The student near the school that The cat in the garden that The artist saw followed met praised visited runs fast.,8.369644165039062,19.807153701782227
DistilGPT-2,1,"The engineer in the garden that The dog encouraged, is smiling.",9.917415618896484,23.125879287719727
DistilGPT-2,1,The manager that The child with red shoes questioned is smiling silently.,11.314562797546387,19.450754165649414
DistilGPT-2,1,The nurse that The farmer in the library visited is laughing quickly.,10.82437801361084,23.569700241088867
DistilGPT-2,0,The singer during the morning is reading silently.,10.347813606262207,21.453218460083008
DistilGPT-2,1,"The boy that The doctor in the library watched, is walking.",9.111062049865723,19.440746307373047
DistilGPT-2,5,"The actor during the morning that The artist in the garden that The nurse near the school that The boy in the library that The artist in the library that The lawyer near the school questioned blamed liked met visited, runs fast.",8.275137901306152,22.44136619567871
DistilGPT-2,0,The nurse during the morning is resting.,9.251409530639648,23.569700241088867
DistilGPT-2,4,The nurse in the garden that The cat from the city that The engineer in the garden that The player with red shoes that The student in the garden saw helped admired praised is working sadly.,8.286733627319336,24.440641403198242
DistilGPT-2,5,"The artist by the river that The lawyer during the morning that The child with red shoes that The doctor near the school that The singer from the village that The doctor by the river questioned called liked saw admired, is walking.",8.538528442382812,22.314119338989258
