sentence,depth,length_words,type
The old father that the nervous child chased spoke softly.,1,10,synthetic_center_embedding
The angry cat that the clever farmer visited cried suddenly near the station.,1,13,synthetic_center_embedding
The serious artist that the curious artist that the young farmer chased recognized arrived early yesterday.,2,16,synthetic_center_embedding
The clever driver that the curious child that the young engineer that the angry child that the curious mother that the tall boy greeted questioned followed greeted informed listened closely this morning.,5,32,synthetic_center_embedding
The nervous doctor that the curious dog supported worked quietly this morning.,1,12,synthetic_center_embedding
The nervous neighbor that the clever mother that the curious engineer greeted blamed read carefully at night.,2,17,synthetic_center_embedding
The doctor that the curious mother that the boy praised questioned read carefully at the office.,2,16,synthetic_center_embedding
The happy student spoke softly at night.,0,7,synthetic_center_embedding
The tall student slept peacefully in the garden.,0,8,synthetic_center_embedding
The nervous doctor that the teacher visited worked quietly before noon.,1,11,synthetic_center_embedding
The kind singer that the old farmer that the tall mother that the nervous mother informed supported saw stood silently at night.,3,22,synthetic_center_embedding
The mother worked quietly during class.,0,6,synthetic_center_embedding
The clever mother that the nervous actor praised waited outside after dinner.,1,12,synthetic_center_embedding
The clever boy that the quiet scientist that the angry child helped questioned laughed loudly in the garden.,2,18,synthetic_center_embedding
The kind girl that the happy scientist that the clever manager watched praised cried suddenly near the station.,2,18,synthetic_center_embedding
The curious actor that the singer reminded read carefully after dinner.,1,11,synthetic_center_embedding
The young father that the curious girl that the curious cat that the tall girl recognized greeted blamed listened closely near the station.,3,23,synthetic_center_embedding
The angry child that the quiet girl questioned walked slowly yesterday.,1,11,synthetic_center_embedding
The clever lawyer that the tall dog praised ran away at night.,1,12,synthetic_center_embedding
The young singer that the young girl that the happy engineer that the old student that the happy artist called called greeted reminded rested briefly during class.,4,27,synthetic_center_embedding
The old girl that the quiet lawyer watched listened closely this morning.,1,12,synthetic_center_embedding
The young girl that the tall scientist that the quiet farmer recognized chased walked slowly at the office.,2,18,synthetic_center_embedding
The curious child that the tall manager met listened closely after dinner.,1,12,synthetic_center_embedding
The serious lawyer walked slowly during class.,0,7,synthetic_center_embedding
The clever actor that the curious driver reminded arrived early.,1,10,synthetic_center_embedding
The clever mother smiled warmly before noon.,0,7,synthetic_center_embedding
The serious mother read carefully in the garden.,0,8,synthetic_center_embedding
The serious singer that the kind singer that the singer that the clever girl that the angry cat that the happy artist saw reminded thanked thanked greeted sat calmly.,5,29,synthetic_center_embedding
The happy singer that the clever doctor met read carefully before noon.,1,12,synthetic_center_embedding
The young girl that the serious artist that the old mother blamed reminded spoke softly this morning.,2,17,synthetic_center_embedding
The quiet actor that the clever driver questioned worked quietly at the office.,1,13,synthetic_center_embedding
The old dog that the old boy that the young boy informed called arrived early during class.,2,17,synthetic_center_embedding
The old singer that the happy scientist that the nervous girl that the old mother visited blamed praised sat calmly before noon.,3,22,synthetic_center_embedding
The young actor stood silently at the office.,0,8,synthetic_center_embedding
The cat walked slowly in the garden.,0,7,synthetic_center_embedding
The quiet teacher that the nervous farmer that the happy artist called thanked rested briefly near the station.,2,18,synthetic_center_embedding
The old engineer that the happy farmer that the curious doctor that the kind student that the old dog blamed visited watched blamed smiled warmly after dinner.,4,27,synthetic_center_embedding
The serious teacher that the clever father that the student that the clever doctor visited thanked watched arrived early in the garden.,3,22,synthetic_center_embedding
The angry lawyer that the quiet child that the young dog that the angry doctor watched greeted supported stood silently near the station.,3,23,synthetic_center_embedding
The quiet child stood silently at the office.,0,8,synthetic_center_embedding
The happy doctor that the kind manager that the curious neighbor that the driver chased reminded watched listened closely after dinner.,3,21,synthetic_center_embedding
